	RegionName	StateName	1/31/2019	2/28/2019	3/31/2019	4/30/2019	5/31/2019	6/30/2019	7/31/2019	8/31/2019	9/30/2019	10/31/2019	11/30/2019	12/31/2019	1/31/2020	2/29/2020	3/31/2020	4/30/2020	5/31/2020	lat	lng
529	Norwalk, OH	OH	64734	65146	65728	66339	66782	67091	67228	67567	67659	67886	67990	68106	68085	68182	68254	68370	68688	41.24255309999999	-82.6157331
530	Barre, VT	VT	111894	112656	113276	112967	113312	113583	113937	113420	113137	113073	113513	113885	114250	114074	114051	114709	114899	44.1970055	-72.50204939999999
531	Kinston, NC	NC	24937	25048	24959	25048	25059	25133	25020	25030	25133	25303	25294	25206	25063	25167	25434	25666	25916	35.2626635	-77.5816353
532	Sterling, IL	IL	53985	54040	53930	53890	53966	54156	54343	54626	55026	55377	55472	55324	55266	55305	55427	55412	55233	41.788642	-89.69621939999999
533	Palestine, TX	TX	71605	71874	71951	72278	73059	74047	74760	75309	75633	76522	77350	78327	78829	79427	79953	80347	80474	31.7621153	-95.6307891
534	Dublin, GA	GA	89320	89667	90703	91552	92347	92918	93670	94418	94965	95092	95214	95327	95321	95167	94372	93539	92702	32.5404447	-82.90375399999999
535	Vicksburg, MS	MS	85207	84092	83839	84152	84888	85254	85323	85594	86025	86052	85976	86093	86988	88300	89349	90081	90745	32.3526456	-90.877882
536	Point Pleasant, WV	WV	43857	43832	43859	43927	44007	44085	44221	44348	44469	44470	44287	44147	44191	44348	44418	44452	44481	38.8445251	-82.1370889
537	Sanford, NC	NC	60361	60456	60395	60387	60383	60494	60664	60934	61150	61207	61044	60851	60735	61007	61307	61677	62059	35.4798757	-79.1802994
538	Fergus Falls, MN	MN	128092	128559	129114	129730	130230	130571	131108	131588	131943	132309	132586	132776	132861	132904	132902	133108	133510	46.2835212	-96.0777887
539	Tiffin, OH	OH	52935	53355	53565	53830	53780	53854	53953	54207	54396	54611	54645	54545	54402	54293	54349	54352	54612	41.1144992	-83.1779746
540	Fairmont, WV	WV	52445	52699	52905	53266	53486	53683	53816	54043	54253	54480	54554	54549	54650	54758	54891	54891	54992	39.4850848	-80.1425781
541	Crossville, TN	TN	73575	74581	75114	74793	74679	75611	76933	78109	78932	79200	79355	79540	80042	80714	81540	82780	84154	35.9489566	-85.0269014
542	Picayune, MS	MS	75662	75749	75342	74951	74899	75379	75700	75826	75729	76065	76106	76309	75813	75392	75004	74829	74318	30.5254692	-89.67950839999999
543	Gloversville, NY	NY	78609	79173	79758	80124	80303	80559	80776	81269	81755	82219	82512	82628	82416	82066	81654	81330	81031	43.0528506	-74.3437467
544	Sonora, CA	CA	192220	193632	194767	194964	194465	194271	193715	193246	192716	192417	192168	191435	190233	188369	186566	184906	183544	37.9829496	-120.3821724
545	Gaffney, SC	SC	48599	48749	48581	48440	48015	47586	47269	47209	47283	47146	46870	46497	46377	46528	46811	46947	47305	35.0717945	-81.64981949999999
546	Carson City, NV	NV	156296	156626	156945	158034	159543	160899	162123	163704	164909	166408	167533	168375	169218	170685	172182	173026	173279	39.1637984	-119.7674034
547	Calhoun, GA	GA	90128	90486	90805	90911	91215	91634	92099	92566	92885	93250	93400	93574	93925	94704	95380	96246	96868	34.502587	-84.9510542
548	Milledgeville, GA	GA	84588	85218	85602	86247	87253	88179	88797	89364	90165	90633	90690	90397	90363	90811	91441	91675	91601	33.0801429	-83.2320991
549	Waycross, GA	GA	54704	55169	55541	55620	55567	55644	55954	56416	56597	56547	56226	55854	55678	55615	55594	55825	55950	31.2135511	-82.3540178
550	Oil City, PA	PA	51369	51739	52062	52410	52612	52850	53219	53560	53879	54192	54354	54525	54676	54855	54980	55058	55193	41.4339484	-79.7064413
551	Jasper, IN	IN	67750	67936	68198	68371	68843	69276	69537	69791	70040	70443	70530	70653	70655	70770	70879	70914	70683	38.3914418	-86.9311094
552	Morgan City, LA	LA	51372	50859	50502	50344	50316	50244	50090	50106	50183	50320	50516	50772	51089	51551	52029	52504	53013	29.6993748	-91.20676999999999
553	Eagle Pass, TX	TX	82300	82984	83423	84231	84854	85797	87421	89801	91479	91680	91260	90477	89980	89291	88695	87362	85941	28.7091433	-100.4995214
554	Ontario, OR	OR	80892	81658	82369	83021	83561	83983	84532	85138	85722	86390	87208	87815	88223	88577	88945	89311	89716	44.0265525	-116.9629378
555	Payson, AZ	AZ	153709	154488	155026	155538	155744	155957	156132	156131	155946	155680	156444	157404	158227	159407	160670	162247	163945	34.2308684	-111.3251355
556	McComb, MS	MS	66670	67049	67169	67577	67685	67869	67724	68022	68346	68554	68577	68712	68961	69279	69740	69836	70272	31.2437872	-90.4531535
557	Rochelle, IL	IL	61759	61842	61931	61949	61954	62019	62264	62514	62744	62761	62646	62406	62297	62239	62193	62185	61994	41.9239178	-89.0687073
558	Scottsboro, AL	AL	54039	53081	52694	52763	53050	53044	52948	52971	53608	53975	54287	54727	55339	56185	56820	57480	58180	34.6723069	-86.03414629999999
559	Danville, KY	KY	57039	57499	57888	58169	58409	58778	59278	59708	60061	60235	60398	60403	60325	60053	59909	59780	59750	37.6456329	-84.77217019999999
560	Ashland, OH	OH	83471	84258	84786	85264	85673	86036	86394	86637	87252	87843	88094	88019	87904	87857	87986	88064	88264	40.8686675	-82.3182178
561	Natchez, MS	MS	88644	88586	88521	89010	89450	89949	90548	90868	91247	91437	91693	92032	92593	93113	93645	93946	94263	31.5604442	-91.40317100000001
562	Greenville, OH	OH	58501	58551	58612	58754	59019	59284	59429	59556	59673	59836	59979	60136	60121	60300	60415	60541	60583	40.1028264	-84.63301150000001
563	Galesburg, IL	IL	98253	98573	98941	99430	100019	100467	100960	101304	101803	102184	102380	102513	102489	102513	102442	102290	101910	40.94781580000001	-90.3712395
564	Warrensburg, MO	MO	98543	99141	99813	100335	100678	101147	101508	102127	102892	103768	104380	104589	104771	105220	105438	105731	105903	38.7627893	-93.73604979999999
565	Kearney, NE	NE	89263	90133	90859	91518	92133	92738	92923	93181	93455	93786	93770	93723	93479	93629	93836	93796	93551	40.69933030000001	-99.0816784
566	Fort Polk South, LA	LA	46657	46785	47078	46783	46360	46013	46470	46548	46439	46236	46245	45996	45766	45877	45903	46075	46251	31.0436081	-93.2219164
567	Fort Leonard Wood, MO	MO	71840	71921	71996	72689	73128	74482	75031	75775	75482	75782	75658	75774	75693	75358	75039	74363	73777	37.7252315	-92.1646722
568	Glasgow, KY	KY	64091	64561	65382	66116	66469	66626	66842	67254	67774	68244	68405	68393	68337	68145	67635	67109	66830	36.9958839	-85.91192149999999
569	Athens, TN	TN	41610	41167	41285	41173	41470	41678	41958	42101	42099	42197	42321	42785	43132	43667	44091	44847	45602	35.4428512	-84.5929898
570	Edwards, CO	CO	377925	380443	380660	381435	382765	385812	387385	389297	390222	392143	394563	396457	397791	399023	401516	403647	405499	39.644986	-106.5942
571	Fernley, NV	NV	157499	161469	164308	166700	167761	170557	172286	175252	178203	181585	183627	186564	188122	189259	189674	189907	190624	39.6079683	-119.2518349
572	Mason City, IA	IA	58714	58841	58940	59050	59177	59291	59372	59417	59519	59770	60032	60237	60194	60116	60077	60212	60271	43.1535728	-93.20103669999999
573	Malone, NY	NY	75368	75759	76320	76932	77450	77859	78192	78646	79034	79562	80158	80838	81354	81634	81619	81564	81559	44.8486596	-74.29489830000001
574	Winona, MN	MN	88275	88459	88781	89181	89555	89930	90311	90681	91040	91395	91598	91805	91936	92084	92100	92068	92018	44.0553908	-91.6663523
575	Durango, CO	CO	220391	222965	226291	229615	230729	231165	230834	230608	230525	229572	228296	227306	227023	225346	223108	221328	221622	37.27528	-107.8800667
576	Platteville, WI	WI	73125	73380	73757	74178	74667	75272	75637	75920	76194	76613	76840	77065	77102	77151	77003	76746	76316	42.73416	-90.4784621
577	Boone, NC	NC	126110	125898	126664	127976	128976	130124	130613	131828	132731	133821	134425	135690	136991	138475	139361	139791	140311	36.216795	-81.6745517
578	Bartlesville, OK	OK	50607	50595	50400	50346	50506	51024	51514	51550	51389	51107	51133	51211	51452	51429	51479	51517	51396	36.7473114	-95.98081789999999
579	Jacksonville, TX	TX	73439	73437	73509	73635	73465	73311	73231	73637	73876	74102	73632	73163	72974	72757	72504	72031	71921	31.963778	-95.27050419999999
580	Elko, NV	NV	138688	138804	138321	138489	137988	137603	137098	137462	137947	138722	139171	138995	138574	137920	137734	136946	136822	40.8324211	-115.7631232
581	Rexburg, ID	ID	158986	160041	161611	162809	163979	164842	165751	166898	168812	170083	171483	172372	173487	174419	175098	176039	176983	43.8231096	-111.7924237
582	Amsterdam, NY	NY	76058	76292	76434	76486	76667	76855	77098	77232	77537	77716	77944	78172	78409	78583	78825	79102	79379	42.9377453	-74.190356
583	Enterprise, AL	AL	47168	47754	48248	48194	48080	47618	46855	46136	45171	44542	44234	43926	43438	43132	42592	42360	42294	31.3151708	-85.85521609999999
584	Paris, TX	TX	67851	67855	67949	68603	68899	69304	70093	70572	71068	70866	70920	70863	71303	71354	71426	70797	70424	33.6609389	-95.55551299999999
585	Kerrville, TX	TX	173142	173631	174042	174643	175123	175884	176686	177008	177271	177306	177733	177873	178081	177899	177656	177365	176985	30.0474332	-99.1403189
586	New Castle, IN	IN	42420	42824	43292	43735	44088	44319	44600	44684	44848	45043	45256	45417	45439	45257	44999	44715	44419	39.928935	-85.3702476
587	Sidney, OH	OH	68325	68623	69177	69777	70038	70161	70500	71090	71714	72064	72514	72849	73142	73458	73565	73636	73952	40.2842164	-84.1554987
588	Cortland, NY	NY	86681	87233	87684	87946	88247	88735	89339	89734	89950	90282	90757	91287	91701	91790	91922	92155	92308	42.6011813	-76.1804843
589	Clinton, IA	IA	66538	66673	66788	66877	67065	67667	68183	68526	68595	68661	68717	68793	68747	68613	68453	68192	67836	41.8444735	-90.1887379
590	Del Rio, TX	TX	64978	64962	64936	65275	65820	66153	66670	67090	67403	67313	67046	66675	66336	66073	66060	65949	65684	29.3708857	-100.8958674
591	Clovis, NM	NM	54408	54636	54573	54844	54867	54753	54876	54944	55274	55325	55579	55465	55531	55544	55864	55938	56111	34.4047987	-103.2052272
592	Norfolk, NE	NE	63176	63419	63732	64025	64327	64659	64998	65313	65526	65771	65893	66010	66088	66293	66450	66454	66328	42.03272339999999	-97.41375529999999
593	Washington, NC	NC	73784	74046	74165	74306	74211	74209	74344	74505	74465	74433	73806	73352	72827	72824	73025	72959	72908	35.54655169999999	-77.0521742
594	Corsicana, TX	TX	90017	90975	91264	92215	92821	93934	94398	94872	95067	95429	95976	96215	96446	96033	96028	95498	95117	32.0954304	-96.46887269999999
595	Freeport, IL	IL	41477	41299	41073	40954	41016	40958	40730	40640	40613	40751	40865	40765	40639	40738	40915	41014	40858	42.2966861	-89.6212271
596	Burlington, IA	IA	48896	49093	49439	49696	49877	50000	50110	50630	51024	51399	51419	51532	51454	51332	51066	50971	50896	40.8076529	-91.1128901
597	Cadillac, MI	MI	72361	73154	73917	74101	74094	74043	74390	74992	75544	76063	76273	76445	76646	76401	76042	75451	74842	44.2519526	-85.40116189999999
598	Ardmore, OK	OK	42923	43276	43641	43920	44145	44331	44534	44569	44583	44730	44959	45241	45475	45688	45901	46175	46375	34.1742611	-97.14362539999999
599	Kendallville, IN	IN	78348	78718	79250	79371	79782	80100	80622	81028	81402	81792	81949	82134	82088	82354	82532	82837	82859	41.4414384	-85.2649754
600	Nogales, AZ	AZ	136743	137326	137819	138467	138720	138867	139185	139610	140027	140297	140644	140753	141208	141577	142043	142492	143100	31.3403775	-110.9342532
601	Oxford, MS	MS	99015	99320	100205	100485	100515	100359	100661	100938	101539	102137	102409	103062	102853	102928	102656	103066	103378	34.3668299	-89.51863499999999
602	Bogalusa, LA	LA	63057	62668	62719	63132	63372	63526	63576	63644	64199	64994	65667	66281	67248	68057	68553	68933	69668	30.7910204	-89.8486858
603	Plymouth, IN	IN	98581	98979	99414	99807	100237	100678	101112	101456	101762	102181	102396	102604	102659	102847	102979	103077	103066	41.3436554	-86.3097278
604	Gardnerville Ranchos, NV	NV	286993	287645	289968	290523	293613	294819	297822	300031	302999	305004	306176	306236	307980	310749	312807	314843	314279	38.8882398	-119.7412875
605	Tahlequah, OK	OK	47482	47735	47981	48271	48489	48731	48863	49014	49173	49376	49653	49897	50114	50152	50171	50147	50173	35.91537	-94.969956
606	Madisonville, KY	KY	37012	37079	37305	37488	37793	37903	38045	38106	38210	38202	38433	38629	38799	38859	38796	38785	38679	37.32810050000001	-87.4988882
607	Cañon City, CO	CO	157063	157507	158268	158857	160125	161444	162419	163820	165230	166845	167459	167956	168857	170060	170946	171748	172109	38.4494063	-105.2253316
608	Ruston, LA	LA	71017	71780	71797	72436	73087	73498	73708	73799	73841	73502	73684	73504	73449	72922	72702	72054	71518	32.5232053	-92.63792699999999
609	Hillsdale, MI	MI	82776	83051	83420	83837	84467	85036	85719	86265	86852	87385	87725	88008	88066	88253	88347	88387	88260	41.9200472	-84.6305101
610	Lewistown, PA	PA	62931	63163	63489	63770	64019	64261	64392	64598	64657	64706	64571	64611	64709	65015	65101	65256	65318	40.5992395	-77.571382
611	Rockingham, NC	NC	61792	61267	61051	61275	61915	62427	62562	62990	63594	64084	64204	64238	64595	65356	65945	65961	65647	34.9393201	-79.7739457
612	Ponca City, OK	OK	24460	24534	24608	24713	24800	24881	24886	24939	24991	25040	25171	25340	25530	25623	25714	25729	25806	36.706981	-97.0855948
613	Blytheville, AR	AR	34353	34133	34397	34746	34724	34371	33860	33637	33243	32854	32410	31915	31388	30756	29924	29025	28229	35.9272953	-89.9189753
614	Red Wing, MN	MN	134238	133669	133870	133529	132835	131698	131127	130834	130376	129898	129559	130083	131236	132392	133740	135395	137812	44.5660691	-92.5369563
615	Shawano, WI	WI	83886	84274	84653	85081	85395	85861	86400	86849	87217	87538	87869	88174	88554	88738	88938	89003	89109	44.7822064	-88.60899169999999
616	Cedar City, UT	UT	109293	110994	111341	111431	111119	110981	111862	112503	113642	113765	114133	113497	113140	112585	113428	114164	115087	37.67747689999999	-113.0618931
617	Bedford, IN	IN	45241	45557	45847	46115	46370	46659	46964	47370	47765	48206	48482	48701	48859	48981	49109	49254	49418	38.8611619	-86.4872149
618	Gillette, WY	WY	177258	177886	178588	178220	178130	177619	178621	179409	180399	181005	181174	181281	180928	180644	180759	181100	182053	44.2910915	-105.5022205
619	Newport, OR	OR	195967	197151	198821	200505	201616	202562	202591	202901	203926	205850	206537	207080	206812	207083	206544	205646	205389	44.6367836	-124.0534505
620	Wapakoneta, OH	OH	67745	68174	68482	68682	68762	69036	69340	69675	69939	70117	70282	70236	70277	70293	70406	70463	70600	40.5678265	-84.1935594
621	Huntingdon, PA	PA	80769	81119	81700	82050	82329	82415	82678	83092	83505	83956	84237	84610	84865	85085	85276	85712	86269	40.48479589999999	-78.0102813
622	Bellefontaine, OH	OH	57981	58719	59286	59565	59628	59850	60126	60441	60673	61154	61538	61735	61703	61518	61561	61698	62106	40.3611643	-83.7596557
623	McAlester, OK	OK	33477	33537	33616	33677	33812	33806	33897	33861	34072	34183	34481	34706	34998	34979	34878	34664	34495	34.9334298	-95.76971309999999
624	Blackfoot, ID	ID	96220	96653	97136	97789	98482	98985	99415	99872	100487	101262	102096	103076	103886	104730	105675	106956	108519	43.19047090000001	-112.3449773
625	Moultrie, GA	GA	60230	60730	60894	60802	60848	60984	61366	61326	61617	61885	62047	61760	61678	61651	61575	61511	61326	31.1799407	-83.7888387
626	Henderson, NC	NC	24620	24720	25150	25339	25494	25385	25496	25460	25393	25249	25157	25131	25038	24948	24675	24507	24377	36.3294305	-78.39920099999999
627	Coldwater, MI	MI	91187	91541	91642	91738	92032	92535	93078	93368	93734	94022	94279	94291	94330	94515	94739	95023	95230	41.9403263	-85.00052149999999
628	Harrison, AR	AR	62898	62973	63476	63935	64407	64659	65025	65298	65393	65488	65447	65928	66202	66568	66478	66457	66577	36.2297936	-93.1076765
629	Rolla, MO	MO	80039	80580	80791	80767	80572	80773	81428	82210	83087	83761	84224	84948	85366	85569	85710	86353	87084	37.948544	-91.7715303
630	Shelbyville, TN	TN	93153	94127	95140	95897	97057	96952	97135	97763	98803	100198	101234	101723	102543	103466	104566	105446	105983	35.483406	-86.46027169999999
631	Duncan, OK	OK	35084	35097	35165	35251	35459	35656	35849	35891	35984	36131	36439	36717	36929	36882	36770	36635	36501	34.5023028	-97.9578128
632	Marion, NC	NC	73208	74423	75294	75567	75821	75598	75987	76298	76992	77234	77951	78655	79651	80249	81047	82175	83539	35.6840131	-82.00927449999999
633	Lewisburg, PA	PA	118297	118840	119136	119873	120343	121118	121916	122897	123845	124389	124938	125420	125809	125922	126095	125821	125620	40.9645293	-76.8844101
634	Pullman, WA	WA	130854	131837	132956	133502	134014	134252	135132	135899	136888	137645	138334	138925	139351	139663	140030	140910	141932	46.7297771	-117.1817377
635	Thomasville, GA	GA	134919	135132	135263	135089	135095	134924	135060	135193	135026	135203	135019	135134	134867	135396	135912	136166	136295	30.8365815	-83.9787808
636	Bemidji, MN	MN	163933	164606	165262	166135	166717	167417	168132	168962	169751	170381	170702	170774	170913	170944	170970	170927	171147	47.471573	-94.8826861
637	Mount Sterling, KY	KY	55664	55687	55796	55974	56268	56790	57412	57910	58237	58431	58481	58552	58663	58587	58371	58137	57842	38.0564679	-83.9432556
638	Ottumwa, IA	IA	37296	37440	37526	37675	37784	38082	38375	38665	38823	39021	39210	39435	39538	39547	39546	39514	39443	41.01602930000001	-92.40830220000001
639	Pahrump, NV	NV	109634	110805	112275	114725	116358	118003	118555	118967	119821	121434	123313	125252	127253	128993	130744	131613	133300	36.2082943	-115.9839147
640	Menomonie, WI	WI	115000	115313	115725	116422	116924	117689	118493	119194	119761	120191	120744	121168	121544	121877	122088	122089	122027	44.8755183	-91.9193422
641	Selma, AL	AL	34471	34050	33982	34055	34205	34363	34383	34237	33891	33555	33110	33019	33065	33372	33462	33528	33647	32.4073589	-87.02110069999999
642	Rock Springs, WY	WY	112535	112791	113433	114312	115060	115799	116442	117219	117791	118347	118726	119023	119373	119567	119535	119314	119238	41.58746439999999	-109.2029043
643	Bucyrus, OH	OH	42180	42324	42266	42300	42167	42063	42037	41990	41963	41904	41916	41868	41811	41837	41956	42125	42338	40.8083909	-82.97546489999999
644	Bradford, PA	PA	51995	51240	50589	50304	50191	50184	50199	50359	50622	50956	50844	50797	51060	51851	52682	53121	53305	41.9564953	-78.649163
645	Bardstown, KY	KY	84487	85063	85610	86255	87051	88064	88829	89571	90193	90556	90853	91042	91352	91535	91796	91943	91892	37.8092279	-85.46690249999999
646	Cornelia, GA	GA	106332	106787	107489	107958	108694	109432	110438	111255	111745	112393	113088	113961	114643	115519	116319	117193	117828	34.5114883	-83.5271166
647	Burley, ID	ID	92295	92650	93270	93817	94369	94642	94972	95322	95683	95984	96360	96694	97044	97489	97911	98294	98675	42.5357428	-113.7927948
648	Big Rapids, MI	MI	75587	76060	76334	76719	76904	76831	76699	76723	77226	77729	78151	78270	78310	77966	77666	77305	76991	43.6980782	-85.4836557
649	Poplar Bluff, MO	MO	84785	84739	84439	84169	83885	84000	84603	85725	87007	87779	88249	88197	88387	88644	89006	89302	89586	36.7569994	-90.392888
650	Muscatine, IA	IA	66833	67159	67239	67522	67709	68342	68664	69258	69664	69927	69974	69954	70119	70250	70343	69923	69495	41.424473	-91.0432051
651	Alma, MI	MI	46556	46566	46851	46994	47588	47939	48602	49014	49633	49951	50127	50213	50402	50581	50634	50925	50967	43.3789199	-84.6597274
652	Durant, OK	OK	53107	53073	53135	53060	53277	53449	53915	54419	54586	54970	55284	55515	55837	56398	57075	57964	58591	33.9924186	-96.39712329999999
653	Seymour, IN	IN	76655	77123	77684	78135	78490	78718	79065	79291	79664	79969	80218	80260	80330	80468	80528	80644	80762	38.9592201	-85.8902547
654	Willmar, MN	MN	91207	91603	92119	92725	93156	93474	93765	94262	94877	95322	95603	95695	95855	95737	95608	95521	95638	45.1223711	-95.048659
655	Auburn, IN	IN	80996	81514	81710	81972	82770	83827	84425	84900	85243	85873	86331	86639	86991	87317	87885	88357	88492	41.3669942	-85.0588575
656	Sedalia, MO	MO	45166	44881	44472	44525	45057	45837	46677	47105	47345	47404	47630	47916	48484	49035	49442	49269	48872	38.7044609	-93.2282613
657	Paragould, AR	AR	52586	52844	53074	53449	53965	54442	54393	54432	54715	54909	54874	54890	55057	55295	55316	55369	55436	36.0584021	-90.4973286
658	Lawrenceburg, TN	TN	54923	55331	55973	56465	56876	57154	57246	57574	57814	57811	57861	58037	58380	58823	58930	59030	59151	35.2423023	-87.33473889999999
659	Warren, PA	PA	47290	47831	48412	48793	49117	49285	49751	50040	50315	50683	51078	51427	51158	51176	51214	51602	52149	41.8143331	-79.29021329999999
660	El Dorado, AR	AR	43263	43871	43932	43345	42999	43047	43535	43678	43368	42823	42477	42355	42255	42467	42957	43725	43972	33.20763	-92.6662674
661	Mountain Home, AR	AR	72333	73735	74164	74726	75047	75472	75825	76566	77314	77983	78214	78302	78068	78062	78093	77968	77604	36.3353949	-92.381346
662	Cedartown, GA	GA	48889	49242	49529	49706	49864	50100	50547	50981	51352	51749	51964	52046	52036	52223	52420	52729	52972	34.0112715	-85.25658229999999
663	Port Clinton, OH	OH	113960	114534	115045	115670	115853	116028	116332	116918	117437	117835	118117	118242	118379	118577	118831	118999	119536	41.5119954	-82.93769189999999
664	El Campo, TX	TX	46890	46996	47447	47875	48251	48645	48938	49040	49015	48914	48823	49048	49198	49367	49277	49212	49207	29.19664049999999	-96.2696867
665	Montrose, CO	CO	170747	171403	171550	171818	172255	172878	173198	173348	173576	173585	173421	173012	173023	173454	174132	174823	175146	38.4783198	-107.8761738
666	Ellensburg, WA	WA	270047	271722	273288	274600	275176	275782	278015	280022	282233	282903	283185	283257	283351	283505	283558	283453	283945	46.9965144	-120.5478474
667	Jacksonville, IL	IL	39481	39632	39698	39833	40018	40130	40170	40137	40285	40322	40312	40211	40184	40153	40246	40282	40328	39.733936	-90.2290098
668	Sandpoint, ID	ID	235875	237165	238873	239549	241653	242946	245461	246792	248692	249968	251288	252226	253454	255145	257114	259790	261386	48.276577	-116.553465
669	Alice, TX	TX	79451	78074	77809	78175	78919	79499	80805	81393	80997	80408	80056	80608	81441	82293	82704	82837	83003	27.7522487	-98.0697249
670	Celina, OH	OH	94940	95237	95393	95879	96429	96857	97309	97721	98102	98519	98943	99246	99686	99986	100372	100563	100792	40.5489358	-84.5702338
671	Garden City, KS	KS	88053	88275	88476	88471	88416	88311	88408	88629	88789	89088	89312	89543	89531	89470	89407	89745	90119	37.9716898	-100.8726618
672	Marshalltown, IA	IA	41127	41322	41449	41397	41352	41505	41653	41735	41636	41567	41540	41611	41393	41070	40831	40749	40657	42.0494674	-92.90803749999999
673	Aberdeen, SD	SD	82765	82977	83248	83330	83285	83401	83489	83764	84035	84227	84319	84532	84615	84770	84744	84830	84890	45.4646985	-98.4864829
674	West Plains, MO	MO	83389	83649	83947	84003	84486	84364	84426	83732	84127	84414	84960	84654	84187	83687	83415	83237	82842	36.7281154	-91.8523711
675	Cullowhee, NC	NC	148691	149167	149737	150196	150764	151261	151651	151992	152286	152584	152769	152950	153256	153885	154414	154586	154839	35.3137111	-83.1765333
676	Espa±ola, NM	NM	156300	155148	156534	158293	158767	157289	156562	155972	156214	156749	157315	158014	158802	160264	160522	159953	160243	35.9910383	-106.0818233
677	Riverton, WY	WY	164460	165359	166654	167427	168283	169032	170458	171731	172953	173529	174106	174632	175126	175282	175200	175367	175431	43.024673	-108.3806054
678	Tifton, GA	GA	106985	107504	108198	109062	109939	110870	111685	112238	113013	113701	114115	114447	114782	115344	115800	116138	116455	31.4504629	-83.5084973
679	Urbana, OH	OH	70546	70673	70735	71215	71667	72083	72366	72732	73190	73482	73462	73359	73680	74173	74713	75005	75380	40.1083912	-83.7524298
680	Cambridge, OH	OH	59148	59657	60454	61137	61765	62053	62423	62769	63080	63517	63597	63866	63961	64006	63837	63882	64127	40.031183	-81.5884561
681	Okeechobee, FL	FL	68744	69239	69698	70075	70040	70036	70182	70527	70826	71131	71238	71445	71677	71801	71796	71761	72027	27.2439349	-80.82978279999999
682	McMinnville, TN	TN	58268	58438	58289	58175	58302	58767	59056	58976	58953	59127	59666	60449	61340	62138	62957	63893	64792	35.6865889	-85.7801453
683	Selinsgrove, PA	PA	105713	105826	107475	107130	107127	106188	106854	107010	107188	107056	107176	108188	108500	108824	107925	107895	107283	40.7989735	-76.8621935
684	Natchitoches, LA	LA	135132	134711	134045	134249	135496	136695	137711	137735	138398	139268	139772	140079	139986	140065	139614	138528	136852	31.7607195	-93.08627489999999
685	Berlin, NH	NH	75447	75725	75935	76123	76306	76552	76780	76953	77189	77456	77597	77710	77824	78015	78273	78516	78629	44.4686696	-71.18507679999999
686	Lock Haven, PA	PA	68318	68656	68989	69143	69328	69352	69564	69776	69900	70123	70567	70961	71220	71235	71104	71057	71091	41.1370133	-77.4469263
687	Sikeston, MO	MO	62439	61869	61660	61443	61566	61601	62230	62760	63127	63260	63207	63266	63412	64083	64674	65577	66178	36.876719	-89.5878579
688	Austin, MN	MN	47876	48024	48159	48418	48755	49122	49360	49538	49735	49904	50008	50073	50191	50331	50449	50386	50338	43.6666296	-92.97463669999999
689	Clewiston, FL	FL	61772	62114	62497	63032	63308	63347	63683	63977	64406	64628	64851	64987	65156	65200	65269	65350	65919	26.7542312	-80.93367529999999
690	Pittsburg, KS	KS	38959	38902	38972	39165	39341	39346	39424	39454	39483	39400	39257	39249	39148	39182	39128	39095	39214	37.410884	-94.70496
691	Defiance, OH	OH	65504	65808	66208	66708	67159	67562	68102	68634	69121	69646	70097	70496	70792	71034	71160	71382	71689	41.2844933	-84.3557802
692	Scottsbluff, NE	NE	68936	69188	69330	69556	69828	70139	70446	70632	70843	71011	70887	70887	70876	71050	71176	71343	71462	41.8666341	-103.6671662
693	Logansport, IN	IN	40229	40257	40268	40459	40555	40701	40878	41026	41264	41422	41590	41695	41972	42163	42269	42223	42265	40.7544843	-86.3566659
694	Pontiac, IL	IL	48068	48199	48284	48230	48376	48565	48692	48660	48569	48624	48627	48621	48583	48651	48858	49011	49064	40.8808666	-88.62978389999999
695	Hannibal, MO	MO	56038	56305	56628	56854	57089	57387	57805	58256	58689	59025	59208	59468	59698	59916	60087	60354	60555	39.7083789	-91.35848159999999
696	Mount Vernon, IL	IL	46336	46709	46973	46973	47126	47267	47491	47782	47970	48070	47813	47573	47395	47318	47432	47728	47894	38.3172714	-88.9031201
697	Houghton, MI	MI	148524	149688	150348	150695	150318	150260	150092	150636	150826	150872	150837	150902	150563	149872	149512	149252	149831	47.12113309999999	-88.5694182
698	Union City, TN	TN	36079	36271	36567	36670	36904	36894	36934	37021	37254	37440	37509	37548	37547	37521	37349	37252	37134	36.4242303	-89.0570096
699	Sault Ste. Marie, MI	MI	67221	67430	67807	67865	67833	67708	67888	67915	67770	67550	67680	67812	67963	67772	67525	67267	67076	46.49771150000001	-84.3475876
700	Vincennes, IN	IN	35380	35536	35830	36112	36311	36490	36623	36824	36912	36924	36842	36692	36719	36804	36855	36774	36634	38.677269	-87.5286325
701	Gainesville, TX	TX	137456	138075	138515	138957	139754	140754	141960	143379	145409	147424	148991	150048	150882	151652	152444	153345	153829	33.62594139999999	-97.1333453
702	Kill Devil Hills, NC	NC	176990	179213	180531	180136	179453	178551	178430	178692	179681	180397	180639	179942	179266	178364	177960	178115	178473	36.0307226	-75.6760101
703	Crawfordsville, IN	IN	64352	64773	65064	65096	65196	65362	65832	65961	66133	65946	65887	65809	65922	65954	65928	66008	66023	40.0411536	-86.87445160000001
704	Brownwood, TX	TX	71589	71938	72383	72692	72908	73093	73515	74170	74835	75290	75520	75723	75743	75808	75750	75923	76058	31.7093197	-98.9911611
